"DATE","HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","HPM","APM","HB","AB","WIN"
"1394",20151117,"WAS",115,25,48,12,22,29,41,6,36,25,8,12,3,19,"MIL",86,21,51,10,21,14,24,6,28,22,5,19,3,27,"0.528571428571429","0.430555555555556","0.666666666666667","0.263157894736842","Home"
"1395",20151118,"ATL",103,29,59,9,30,18,24,12,33,23,9,11,6,15,"SAC",97,33,70,5,16,16,18,13,39,26,7,20,1,22,"0.426966292134831","0.441860465116279","0.818181818181818","0.35","Home"
"1396",20151118,"BOS",102,30,66,8,26,18,24,14,29,22,12,14,1,28,"DAL",106,30,52,7,20,25,35,7,32,22,7,17,7,22,"0.41304347826087","0.513888888888889","0.857142857142857","0.411764705882353","Away"
"1397",20151118,"CHA",116,28,55,11,25,27,36,9,40,27,5,15,8,16,"BKN",111,39,76,5,15,18,22,5,32,25,5,9,4,23,"0.4875","0.483516483516484","0.333333333333333","0.555555555555556","Home"
"1398",20151118,"HOU",108,18,48,14,44,30,35,13,38,22,11,17,6,20,"POR",103,26,58,9,30,24,29,10,38,18,11,19,7,27,"0.347826086956522","0.397727272727273","0.647058823529412","0.578947368421053","Home"
"1399",20151118,"OKC",110,31,68,7,17,27,40,16,34,19,6,14,4,16,"NOP",103,35,63,8,32,9,9,10,30,21,8,11,4,25,"0.447058823529412","0.452631578947368","0.428571428571429","0.727272727272727","Home"
"1400",20151118,"ORL",104,32,89,9,21,13,21,20,34,20,10,9,4,21,"MIN",101,32,67,4,18,25,30,11,46,21,4,14,13,23,"0.372727272727273","0.423529411764706","1.11111111111111","0.285714285714286","Home"
"1401",20151118,"PHI",85,30,51,5,25,10,16,7,36,14,9,29,8,17,"IND",112,30,65,12,27,16,20,16,32,28,18,18,8,17,"0.460526315789474","0.456521739130435","0.310344827586207","1","Away"
"1402",20151118,"PHX",97,29,64,8,27,15,21,14,29,16,12,12,4,14,"CHI",103,32,64,9,19,12,14,11,36,24,7,19,2,17,"0.406593406593407","0.493975903614458","1","0.368421052631579","Away"
"1403",20151118,"SAS",109,33,68,9,18,16,20,10,40,33,5,10,13,13,"DEN",98,33,83,5,15,17,18,17,33,25,7,6,5,17,"0.488372093023256","0.387755102040816","0.5","1.16666666666667","Home"
"1404",20151118,"UTA",93,28,50,7,22,16,22,7,34,15,9,17,5,20,"TOR",89,29,60,5,20,16,18,9,28,14,10,14,4,17,"0.486111111111111","0.425","0.529411764705882","0.714285714285714","Home"
"1405",20151119,"CLE",115,29,47,11,24,24,30,13,30,29,3,17,2,24,"MIL",100,35,65,3,8,21,26,6,16,22,8,11,2,29,"0.563380281690141","0.520547945205479","0.176470588235294","0.727272727272727","Home"
"1406",20151119,"LAC",117,31,59,13,29,16,24,9,26,21,11,10,2,25,"GSW",124,21,43,17,30,31,36,8,36,31,4,19,4,20,"0.5","0.520547945205479","1.1","0.210526315789474","Away"
"1407",20151119,"MIA",116,35,65,7,24,25,33,12,29,25,11,7,7,15,"SAC",109,31,61,12,23,11,20,9,33,25,3,18,3,27,"0.471910112359551","0.511904761904762","1.57142857142857","0.166666666666667","Home"
"1408",20151120,"BOS",120,41,58,10,29,8,10,7,34,39,10,16,4,19,"BKN",95,27,70,8,19,17,24,14,30,17,10,19,0,13,"0.586206896551724","0.393258426966292","0.625","0.526315789473684","Home"
"1409",20151120,"CHA",113,28,56,12,25,21,22,5,36,25,7,11,10,21,"PHI",88,24,53,8,26,16,22,9,33,21,5,17,6,18,"0.493827160493827","0.40506329113924","0.636363636363636","0.294117647058824","Home"
"1410",20151120,"DAL",102,31,55,8,28,16,17,8,26,24,10,8,5,19,"UTA",93,29,60,6,20,17,21,18,30,14,4,17,2,24,"0.469879518072289","0.4375","1.25","0.235294117647059","Home"
"1411",20151120,"DEN",107,36,66,5,24,20,26,14,24,24,8,11,4,22,"PHX",114,25,52,15,27,19,25,10,32,22,7,19,7,26,"0.455555555555556","0.506329113924051","0.727272727272727","0.368421052631579","Away"
"1412",20151120,"GSW",106,29,50,10,29,18,24,11,38,20,7,15,6,15,"CHI",94,28,66,7,22,17,23,15,28,22,11,12,2,19,"0.493670886075949","0.397727272727273","0.466666666666667","0.916666666666667","Home"
"1413",20151120,"LAL",91,27,52,8,25,13,17,9,32,21,8,15,4,18,"TOR",102,19,45,15,33,19,24,12,29,21,7,12,3,15,"0.454545454545455","0.435897435897436","0.533333333333333","0.583333333333333","Away"
"1414",20151120,"MEM",96,28,61,8,24,16,19,8,39,26,16,11,4,30,"HOU",84,22,45,6,29,22,37,9,40,15,11,23,9,23,"0.423529411764706","0.378378378378378","1.45454545454545","0.478260869565217","Home"
"1415",20151120,"MIN",86,30,64,3,13,17,25,6,34,17,7,17,4,19,"DET",96,34,59,6,28,10,13,8,37,13,11,14,5,23,"0.428571428571429","0.459770114942529","0.411764705882353","0.785714285714286","Away"
"1416",20151120,"NOP",104,32,66,8,22,16,17,7,46,26,3,9,3,17,"SAS",90,25,67,9,17,13,16,5,38,22,5,8,8,17,"0.454545454545455","0.404761904761905","0.333333333333333","0.625","Home"
"1417",20151120,"OKC",90,32,63,3,29,17,23,21,28,12,9,14,4,19,"NYK",93,21,52,12,20,15,23,6,30,23,10,20,5,20,"0.380434782608696","0.458333333333333","0.642857142857143","0.5","Away"
"1418",20151120,"POR",102,30,65,8,25,18,24,17,38,16,8,14,3,17,"LAC",91,31,62,7,24,8,16,10,32,24,6,13,5,24,"0.422222222222222","0.441860465116279","0.571428571428571","0.461538461538462","Home"
"1419",20151121,"CLE",109,30,56,11,29,16,19,11,40,27,4,14,8,22,"ATL",97,21,58,11,28,22,25,12,26,22,10,12,4,20,"0.482352941176471","0.372093023255814","0.285714285714286","0.833333333333333","Home"
"1420",20151121,"DET",95,28,53,8,26,15,21,8,30,20,3,13,2,17,"WAS",97,31,59,7,19,14,20,9,33,22,10,11,0,19,"0.455696202531646","0.487179487179487","0.230769230769231","0.909090909090909","Away"
"1421",20151121,"HOU",102,23,53,12,28,20,28,16,26,18,6,12,4,26,"NYK",107,22,55,12,25,27,34,19,26,20,4,11,8,22,"0.432098765432099","0.425","0.5","0.363636363636364","Away"
"1422",20151121,"IND",123,32,61,15,30,14,23,11,31,28,15,14,5,13,"MIL",86,29,62,5,17,13,19,13,30,19,9,23,5,19,"0.516483516483517","0.430379746835443","1.07142857142857","0.391304347826087","Home"
"1423",20151121,"MIA",96,25,51,5,18,31,45,9,36,16,7,16,14,19,"PHI",91,21,51,10,31,19,24,10,33,16,7,16,8,30,"0.434782608695652","0.378048780487805","0.4375","0.4375","Home"
"1424",20151121,"ORL",91,29,61,9,31,6,8,15,35,27,8,17,7,26,"SAC",97,24,61,7,20,28,31,10,37,23,11,14,5,16,"0.41304347826087","0.382716049382716","0.470588235294118","0.785714285714286","Away"
"1425",20151121,"SAS",92,27,51,7,21,17,22,7,33,20,7,17,6,20,"MEM",82,31,65,1,9,17,17,7,28,19,13,16,2,23,"0.472222222222222","0.432432432432432","0.411764705882353","0.8125","Home"
"1426",20151122,"BKN",111,35,64,5,15,26,33,14,35,18,11,14,4,20,"BOS",101,21,45,14,37,17,21,10,25,19,9,17,2,28,"0.506329113924051","0.426829268292683","0.785714285714286","0.529411764705882","Home"
"1427",20151122,"DEN",105,33,71,4,15,27,35,13,28,23,9,19,3,15,"GSW",118,32,60,15,29,9,13,11,35,35,15,21,8,25,"0.430232558139535","0.528089887640449","0.473684210526316","0.714285714285714","Away"
"1428",20151122,"LAC",80,22,42,7,32,15,20,12,30,21,9,19,9,30,"TOR",91,25,61,4,17,29,31,14,32,15,8,14,0,19,"0.391891891891892","0.371794871794872","0.473684210526316","0.571428571428571","Away"
"1429",20151122,"LAL",93,26,70,6,18,23,27,15,36,17,2,10,6,12,"POR",107,35,62,8,25,13,17,7,36,27,7,10,8,18,"0.363636363636364","0.494252873563218","0.2","0.7","Away"
"1430",20151122,"NOP",122,28,55,11,30,33,40,10,39,23,11,14,6,26,"PHX",116,18,54,17,36,29,33,11,35,17,6,15,4,29,"0.458823529411765","0.388888888888889","0.785714285714286","0.4","Home"
"1431",20151122,"OKC",117,38,68,9,22,14,18,14,27,25,8,16,6,23,"DAL",114,34,64,10,19,16,28,9,27,26,8,17,4,17,"0.522222222222222","0.530120481927711","0.5","0.470588235294118","Home"
"1432",20151123,"CHA",127,40,69,9,29,20,26,8,40,24,10,19,7,19,"SAC",122,44,73,8,31,10,16,8,38,34,10,20,8,30,"0.5","0.5","0.526315789473684","0.5","Home"
"1433",20151123,"CLE",117,25,46,18,35,13,22,8,33,34,5,10,3,15,"ORL",103,30,59,10,22,13,21,9,30,25,6,10,6,21,"0.530864197530864","0.493827160493827","0.5","0.6","Home"
"1434",20151123,"MIA",95,26,62,5,19,28,36,16,40,18,8,9,7,19,"NYK",78,24,63,4,24,18,21,15,34,12,7,11,4,23,"0.382716049382716","0.32183908045977","0.888888888888889","0.636363636363636","Home"
"1435",20151123,"MIL",109,34,70,9,13,14,17,12,33,30,12,12,4,23,"DET",88,25,63,6,28,20,24,22,26,19,7,17,3,18,"0.518072289156627","0.340659340659341","1","0.411764705882353","Home"
"1436",20151123,"MIN",100,33,66,3,12,25,27,8,33,20,8,17,7,25,"PHI",95,22,47,10,31,21,27,11,30,15,10,19,6,26,"0.461538461538462","0.41025641025641","0.470588235294118","0.526315789473684","Home"
"1437",20151123,"SAS",98,33,62,9,20,5,10,11,27,21,18,20,3,20,"PHX",84,27,54,7,19,9,10,9,28,23,13,28,3,17,"0.51219512195122","0.465753424657534","0.9","0.464285714285714","Home"
"1438",20151123,"UTA",89,23,54,5,19,28,40,13,28,15,11,21,3,18,"OKC",111,31,50,11,27,16,18,6,30,22,12,16,10,31,"0.383561643835616","0.545454545454545","0.523809523809524","0.75","Away"
"1439",20151124,"ATL",121,33,56,12,24,19,22,6,37,33,8,20,7,25,"BOS",97,25,61,9,21,20,26,10,23,23,14,16,2,19,"0.5625","0.414634146341463","0.4","0.875","Home"
"1440",20151124,"DEN",94,23,53,8,25,24,29,8,40,16,3,16,0,32,"LAC",111,29,59,8,20,29,47,11,32,24,10,7,8,25,"0.397435897435897","0.468354430379747","0.1875","1.42857142857143","Away"
"1441",20151124,"GSW",111,33,57,12,35,9,15,12,36,32,9,8,6,13,"LAL",77,28,62,3,21,12,16,8,37,16,8,14,2,15,"0.489130434782609","0.373493975903614","1.125","0.571428571428571","Home"
"1442",20151124,"MEM",110,30,65,7,21,29,37,5,37,20,12,9,4,24,"DAL",96,19,43,11,34,25,28,4,44,22,4,19,6,25,"0.430232558139535","0.38961038961039","1.33333333333333","0.210526315789474","Home"
"1443",20151124,"POR",88,25,66,6,22,20,27,16,39,18,5,14,9,21,"CHI",93,26,68,7,18,20,23,6,38,19,6,10,3,18,"0.352272727272727","0.383720930232558","0.357142857142857","0.6","Away"
"1444",20151124,"WAS",106,25,50,13,33,17,24,10,30,27,9,21,1,18,"IND",123,25,54,19,26,16,23,7,34,25,11,20,0,18,"0.457831325301205","0.55","0.428571428571429","0.55","Away"
"1445",20151125,"BOS",84,22,62,9,29,13,18,11,43,18,7,16,6,12,"PHI",80,24,56,7,27,11,15,7,43,12,11,18,14,21,"0.340659340659341","0.373493975903614","0.4375","0.611111111111111","Home"
"1446",20151125,"CHA",101,31,57,8,26,15,15,9,42,22,5,19,6,17,"WAS",87,21,55,10,32,15,18,11,30,15,13,14,4,20,"0.469879518072289","0.35632183908046","0.263157894736842","0.928571428571429","Home"
"1447",20151125,"DET",104,25,67,16,31,6,7,18,36,24,6,7,7,16,"MIA",81,26,59,6,20,11,16,10,33,21,2,13,7,14,"0.418367346938776","0.40506329113924","0.857142857142857","0.153846153846154","Home"
"1448",20151125,"HOU",93,20,37,10,34,23,27,6,31,19,14,19,7,22,"MEM",102,36,64,3,16,21,23,9,32,21,8,17,3,23,"0.422535211267606","0.4875","0.736842105263158","0.470588235294118","Away"
"1449",20151125,"LAC",91,34,63,4,12,11,17,11,24,18,11,19,7,22,"UTA",102,33,64,6,13,18,25,11,28,19,12,16,4,20,"0.506666666666667","0.506493506493506","0.578947368421053","0.75","Away"
"1450",20151125,"MIL",118,29,57,13,31,21,27,10,27,30,7,11,7,22,"SAC",129,34,54,10,23,31,37,7,35,23,9,8,7,19,"0.477272727272727","0.571428571428571","0.636363636363636","1.125","Away"
"1451",20151125,"MIN",99,25,61,9,21,22,29,7,38,22,9,11,4,23,"ATL",95,23,51,8,31,25,35,15,38,14,10,14,7,20,"0.414634146341463","0.378048780487805","0.818181818181818","0.714285714285714","Home"
"1452",20151125,"OKC",110,31,54,10,24,18,21,4,38,26,11,19,7,11,"BKN",99,40,81,3,13,10,12,11,34,20,10,17,3,19,"0.525641025641026","0.457446808510638","0.578947368421053","0.588235294117647","Home"
"1453",20151125,"ORL",100,29,70,5,16,27,32,15,33,20,2,7,7,21,"NYK",91,22,56,9,27,20,25,12,35,16,2,11,10,23,"0.395348837209302","0.373493975903614","0.285714285714286","0.181818181818182","Home"
"1454",20151125,"PHX",114,34,70,10,26,16,20,11,33,25,8,10,5,26,"NOP",120,32,59,10,22,26,34,5,37,20,4,14,6,23,"0.458333333333333","0.518518518518518","0.8","0.285714285714286","Away"
"1455",20151125,"SAS",88,25,53,8,28,14,19,12,40,23,6,13,4,12,"DAL",83,28,61,6,22,9,12,9,37,21,7,13,1,21,"0.407407407407407","0.409638554216867","0.461538461538462","0.538461538461538","Home"
"1456",20151125,"TOR",103,29,54,11,25,12,22,6,34,14,8,9,5,15,"CLE",99,22,53,14,29,13,16,9,33,22,4,10,2,20,"0.506329113924051","0.439024390243902","0.888888888888889","0.4","Home"
"1457",20151127,"BOS",111,30,64,12,33,15,19,19,39,28,11,15,7,15,"WAS",78,22,66,5,18,19,22,13,33,16,7,22,4,19,"0.43298969072165","0.321428571428571","0.733333333333333","0.318181818181818","Home"
"1458",20151127,"CHA",90,28,55,5,25,19,25,7,31,20,7,11,7,25,"CLE",95,26,56,8,25,19,25,12,38,17,3,16,2,22,"0.4125","0.419753086419753","0.636363636363636","0.1875","Away"
"1459",20151127,"DEN",80,24,57,7,20,11,13,8,29,17,8,18,2,19,"SAS",91,28,53,8,22,11,14,5,37,22,11,18,7,17,"0.402597402597403","0.48","0.444444444444444","0.611111111111111","Away"
"1460",20151127,"HOU",116,27,53,11,20,29,37,10,39,21,5,22,6,21,"PHI",114,24,48,16,35,18,26,8,25,24,18,12,5,24,"0.520547945205479","0.481927710843373","0.227272727272727","1.5","Home"
"1461",20151127,"IND",104,29,59,8,28,22,29,8,43,18,8,13,4,18,"CHI",92,21,66,11,26,17,20,9,38,21,7,15,7,23,"0.425287356321839","0.347826086956522","0.615384615384615","0.466666666666667","Home"
"1462",20151127,"LAC",111,33,64,7,19,24,30,5,44,27,6,13,7,20,"NOP",90,29,74,5,20,17,23,15,35,20,8,12,1,23,"0.481927710843373","0.361702127659574","0.461538461538462","0.666666666666667","Home"
"1463",20151127,"MEM",101,23,50,12,30,19,21,5,32,20,3,13,1,25,"ATL",116,21,36,14,39,32,36,6,34,25,4,10,3,21,"0.4375","0.466666666666667","0.230769230769231","0.4","Away"
"1464",20151127,"NYK",78,29,71,3,14,11,15,7,32,16,7,10,5,24,"MIA",97,26,59,7,17,24,28,8,34,16,4,12,7,13,"0.376470588235294","0.434210526315789","0.7","0.333333333333333","Away"
"1465",20151127,"OKC",103,30,55,7,24,22,26,12,46,19,2,18,9,19,"DET",87,22,61,9,29,16,20,13,25,17,9,8,1,21,"0.468354430379747","0.344444444444444","0.111111111111111","1.125","Home"
"1466",20151127,"ORL",114,31,55,12,27,16,22,8,33,30,9,18,5,18,"MIL",90,23,48,8,26,20,22,6,32,20,8,21,2,20,"0.524390243902439","0.418918918918919","0.5","0.380952380952381","Home"
"1467",20151127,"PHX",116,35,66,10,26,16,23,7,23,21,13,14,2,26,"GSW",135,24,43,22,38,21,31,11,42,32,7,23,9,26,"0.489130434782609","0.567901234567901","0.928571428571429","0.304347826086957","Away"
"1468",20151127,"SAC",91,29,64,8,22,9,15,12,24,21,4,15,3,16,"MIN",101,28,52,9,25,18,19,12,34,20,4,17,3,19,"0.430232558139535","0.480519480519481","0.266666666666667","0.235294117647059","Away"
"1469",20151128,"CLE",90,26,60,9,27,11,17,12,37,20,9,19,11,19,"BKN",88,29,64,4,17,18,24,8,38,21,9,16,4,18,"0.402298850574713","0.407407407407407","0.473684210526316","0.5625","Home"
"1470",20151128,"DAL",92,26,51,7,26,19,27,10,32,18,13,13,3,14,"DEN",81,22,50,8,25,13,17,10,35,17,9,20,5,22,"0.428571428571429","0.4","1","0.45","Home"
"1471",20151128,"GSW",120,23,50,16,30,26,31,13,35,32,8,14,7,19,"SAC",101,29,75,10,25,13,15,19,29,22,9,14,7,24,"0.4875","0.39","0.571428571428571","0.642857142857143","Home"
"1472",20151128,"POR",108,26,48,12,30,20,26,12,34,24,5,16,2,16,"LAL",96,29,59,7,23,17,23,6,27,20,12,9,2,19,"0.487179487179487","0.439024390243902","0.3125","1.33333333333333","Home"
"1473",20151128,"SAS",108,31,68,9,17,19,20,12,37,25,11,16,9,14,"ATL",88,31,61,6,26,8,13,12,31,28,9,18,5,17,"0.470588235294118","0.425287356321839","0.6875","0.5","Home"
"1474",20151128,"UTA",101,29,64,9,18,16,21,12,37,18,11,15,9,25,"NOP",87,24,52,5,17,24,30,4,31,19,8,16,4,19,"0.463414634146341","0.420289855072464","0.733333333333333","0.5","Home"
"1475",20151128,"WAS",82,20,59,7,23,21,27,10,32,20,11,14,3,16,"TOR",84,20,48,11,24,11,14,6,42,17,8,22,7,21,"0.329268292682927","0.430555555555556","0.785714285714286","0.363636363636364","Away"
"1476",20151129,"BKN",87,31,69,4,12,13,16,7,44,15,8,19,11,16,"DET",83,28,77,6,24,9,21,19,32,19,11,14,1,15,"0.432098765432099","0.336633663366337","0.421052631578947","0.785714285714286","Home"
"1477",20151129,"CHA",87,12,39,15,31,18,22,7,36,20,6,13,6,16,"MIL",82,25,54,8,28,8,14,13,33,25,9,14,2,24,"0.385714285714286","0.402439024390244","0.461538461538462","0.642857142857143","Home"
"1478",20151129,"LAC",107,31,53,8,22,21,33,7,32,24,3,13,5,21,"MIN",99,29,66,8,16,17,21,7,32,21,7,13,3,27,"0.52","0.451219512195122","0.230769230769231","0.538461538461538","Home"
"1479",20151129,"LAL",103,27,66,11,33,16,22,15,39,17,6,10,5,27,"IND",107,25,56,9,27,30,37,9,41,17,4,15,5,18,"0.383838383838384","0.409638554216867","0.6","0.266666666666667","Away"
"1480",20151129,"MEM",92,30,68,4,13,20,27,15,34,19,11,26,7,18,"PHI",84,18,41,12,36,12,16,8,33,23,18,25,9,29,"0.419753086419753","0.38961038961039","0.423076923076923","0.72","Home"
"1481",20151129,"NYK",111,39,60,6,18,15,17,5,38,22,5,21,7,24,"HOU",116,36,70,7,25,23,36,17,22,16,16,8,2,19,"0.576923076923077","0.452631578947368","0.238095238095238","2","Away"
"1482",20151129,"ORL",110,36,68,9,25,11,16,17,37,24,6,13,7,20,"BOS",91,31,61,5,27,14,20,9,25,28,7,11,6,16,"0.483870967741935","0.409090909090909","0.461538461538462","0.636363636363636","Home"
"1483",20151129,"TOR",102,26,57,12,29,14,17,8,35,19,6,11,7,17,"PHX",107,29,67,11,27,16,20,13,37,24,4,9,9,15,"0.441860465116279","0.425531914893617","0.545454545454545","0.444444444444444","Away"
"1484",20151130,"ATL",106,29,62,10,28,18,20,14,37,23,9,12,8,15,"OKC",100,30,74,7,19,19,22,13,35,19,8,11,8,19,"0.433333333333333","0.397849462365591","0.75","0.727272727272727","Home"
"1485",20151130,"CHI",92,31,70,6,16,12,20,12,39,25,4,10,6,21,"SAS",89,35,76,2,14,13,18,12,35,20,5,9,4,17,"0.430232558139535","0.411111111111111","0.4","0.555555555555556","Home"
"1486",20151130,"DET",116,37,62,8,23,18,37,14,32,22,8,11,8,19,"HOU",105,24,61,11,27,24,28,16,29,19,11,16,7,27,"0.529411764705882","0.397727272727273","0.727272727272727","0.6875","Home"
"1487",20151130,"LAC",102,25,66,8,19,28,56,18,37,26,7,10,5,22,"POR",87,28,64,5,23,16,27,13,41,18,6,18,2,38,"0.388235294117647","0.379310344827586","0.7","0.333333333333333","Home"
"1488",20151130,"MIA",95,31,58,5,17,18,24,11,27,21,9,18,6,19,"BOS",105,30,60,8,20,21,25,12,28,23,15,15,3,21,"0.48","0.475","0.5","1","Away"
"1489",20151130,"MIL",92,29,59,6,18,16,22,8,30,25,10,13,12,19,"DEN",74,22,56,6,19,12,16,10,33,19,6,22,4,20,"0.454545454545455","0.373333333333333","0.769230769230769","0.272727272727273","Home"
"1490",20151130,"SAC",112,27,48,9,31,31,44,9,33,22,1,11,1,18,"DAL",98,27,47,9,37,17,22,9,31,22,8,16,3,30,"0.455696202531646","0.428571428571429","0.0909090909090909","0.5","Home"
"1491",20151130,"UTA",103,34,70,6,19,17,22,10,25,18,9,8,2,16,"GSW",106,26,53,14,29,12,15,14,31,21,2,15,5,19,"0.449438202247191","0.48780487804878","1.125","0.133333333333333","Away"
"1492",20151201,"BKN",94,37,71,4,13,8,12,6,36,23,10,15,4,19,"PHX",91,23,47,10,28,15,22,4,35,20,9,16,3,13,"0.488095238095238","0.44","0.666666666666667","0.5625","Home"
"1493",20151201,"CLE",85,19,53,9,30,20,23,10,37,15,8,18,3,18,"WAS",97,32,55,7,28,12,16,2,37,23,7,12,5,23,"0.337349397590361","0.469879518072289","0.444444444444444","0.583333333333333","Away"
"1494",20151201,"MIN",93,25,58,4,19,31,38,12,34,14,7,13,11,20,"ORL",96,33,69,5,17,15,20,11,33,19,7,13,5,30,"0.376623376623377","0.441860465116279","0.538461538461538","0.538461538461538","Away"
"1495",20151201,"NOP",104,26,54,9,27,25,33,9,28,25,3,8,11,21,"MEM",113,41,80,2,10,25,26,13,36,21,3,6,4,23,"0.432098765432099","0.477777777777778","0.375","0.5","Away"
"1496",20151201,"PHI",103,23,47,14,32,15,23,10,37,28,6,15,8,18,"LAL",91,25,55,8,34,17,24,12,34,15,4,11,2,19,"0.468354430379747","0.370786516853933","0.4","0.363636363636364","Home"
"1497",20151201,"POR",112,26,60,15,40,15,17,13,37,24,6,15,1,23,"DAL",115,34,65,9,29,20,24,12,37,23,7,12,5,17,"0.41","0.457446808510638","0.4","0.583333333333333","Away"
"1498",20151202,"ATL",86,25,63,8,27,12,16,13,30,22,8,12,7,20,"TOR",96,30,54,6,25,18,24,8,42,12,10,12,5,18,"0.366666666666667","0.455696202531646","0.666666666666667","0.833333333333333","Away"
"1499",20151202,"CHI",99,30,72,6,17,21,27,15,47,22,3,14,10,17,"DEN",90,31,78,5,15,13,22,13,36,26,8,7,8,22,"0.404494382022472","0.387096774193548","0.214285714285714","1.14285714285714","Home"
"1500",20151202,"CHA",99,26,63,9,31,20,30,13,28,19,10,8,7,13,"GSW",116,30,54,16,34,8,11,11,42,31,2,18,9,23,"0.372340425531915","0.522727272727273","1.25","0.111111111111111","Away"
"1501",20151202,"DET",127,32,60,12,27,27,44,13,37,24,10,18,1,20,"PHX",122,33,64,14,33,14,15,10,26,28,7,15,3,33,"0.505747126436782","0.484536082474227","0.555555555555556","0.466666666666667","Home"
"1502",20151202,"HOU",108,28,60,8,27,28,39,9,33,20,9,10,7,23,"NOP",101,29,63,7,25,22,25,16,40,20,5,23,6,32,"0.413793103448276","0.409090909090909","0.9","0.217391304347826","Home"
"1503",20151202,"LAC",91,24,52,6,27,25,39,10,30,19,4,15,2,31,"IND",103,25,56,7,20,32,39,9,38,16,7,14,6,26,"0.379746835443038","0.421052631578947","0.266666666666667","0.5","Away"
"1504",20151202,"NYK",99,34,69,4,19,19,22,8,42,19,5,17,9,17,"PHI",87,23,56,9,30,14,24,7,35,11,8,13,7,19,"0.431818181818182","0.372093023255814","0.294117647058824","0.615384615384615","Home"
"1505",20151202,"SAS",95,30,69,7,21,14,20,11,43,25,11,11,9,12,"MIL",70,23,64,3,14,15,18,6,38,17,7,16,6,20,"0.411111111111111","0.333333333333333","1","0.4375","Home"
"1506",20151202,"WAS",104,30,58,7,21,23,31,8,33,24,11,23,2,15,"LAL",108,33,71,8,25,18,20,16,29,17,18,16,3,22,"0.468354430379747","0.427083333333333","0.478260869565217","1.125","Away"
"1507",20151203,"MEM",83,28,64,2,16,21,25,9,28,19,6,11,6,17,"SAS",103,30,62,10,18,13,18,10,38,27,8,15,8,21,"0.375","0.5","0.545454545454545","0.533333333333333","Away"
"1508",20151203,"MIA",97,37,68,3,13,14,24,6,29,25,10,9,3,14,"OKC",95,31,63,4,16,21,24,9,35,15,5,15,1,18,"0.493827160493827","0.443037974683544","1.11111111111111","0.333333333333333","Home"
"1509",20151203,"POR",123,26,49,18,36,17,20,15,33,26,11,15,3,20,"IND",111,25,58,13,30,22,24,15,26,18,4,12,3,17,"0.517647058823529","0.431818181818182","0.733333333333333","0.333333333333333","Home"
"1510",20151203,"SAC",97,22,56,7,21,32,41,9,37,21,8,19,4,20,"BOS",114,26,51,14,33,20,24,6,34,34,14,16,5,32,"0.376623376623377","0.476190476190476","0.421052631578947","0.875","Away"
"1511",20151203,"TOR",105,31,65,8,27,19,22,9,30,21,9,4,3,16,"DEN",106,26,54,12,27,18,18,6,36,30,2,11,4,19,"0.423913043478261","0.469135802469136","2.25","0.181818181818182","Away"
"1512",20151203,"UTA",94,17,39,14,33,18,24,5,34,18,4,19,8,16,"ORL",103,32,66,8,23,15,15,9,31,19,13,10,4,20,"0.430555555555556","0.449438202247191","0.210526315789474","1.3","Away"
"1513",20151204,"ATL",100,27,48,10,26,16,20,9,34,24,11,17,9,11,"LAL",87,19,59,13,27,10,13,15,27,19,10,16,7,14,"0.5","0.372093023255814","0.647058823529412","0.625","Home"
"1514",20151204,"DAL",96,29,52,8,29,14,20,11,31,23,8,17,5,17,"HOU",100,27,58,12,26,10,18,15,30,20,12,18,5,22,"0.45679012345679","0.464285714285714","0.470588235294118","0.666666666666667","Away"
"1515",20151204,"DET",102,27,59,7,23,27,39,8,38,18,8,9,4,11,"MIL",95,35,69,4,18,13,14,9,42,21,6,14,6,33,"0.414634146341463","0.448275862068966","0.888888888888889","0.428571428571429","Home"
"1516",20151204,"NOP",114,33,60,9,25,21,31,11,35,25,10,15,2,25,"CLE",108,29,56,10,33,20,24,12,31,18,8,14,1,26,"0.494117647058824","0.438202247191011","0.666666666666667","0.571428571428571","Home"
"1517",20151204,"NYK",108,27,60,12,27,18,21,8,36,25,8,13,6,14,"BKN",91,36,80,3,11,10,15,13,36,15,9,13,4,13,"0.448275862068966","0.428571428571429","0.615384615384615","0.692307692307692","Home"
"1518",20151204,"WAS",109,30,56,10,26,19,25,15,26,19,9,21,2,21,"PHX",106,33,61,10,23,10,16,12,23,21,8,20,4,23,"0.48780487804878","0.511904761904762","0.428571428571429","0.4","Home"
"1519",20151205,"CHI",96,28,64,9,25,13,19,12,40,29,5,14,5,19,"CHA",102,27,55,10,34,18,25,13,37,23,10,9,3,18,"0.415730337078652","0.415730337078652","0.357142857142857","1.11111111111111","Away"
"1520",20151205,"HOU",120,20,44,16,34,32,43,13,30,25,9,17,5,18,"SAC",113,36,72,10,26,11,13,13,34,35,12,13,7,27,"0.461538461538462","0.469387755102041","0.529411764705882","0.923076923076923","Home"
"1521",20151205,"LAC",103,25,51,12,31,17,25,10,35,25,5,14,2,15,"ORL",101,34,70,6,20,15,18,15,36,22,8,13,6,21,"0.451219512195122","0.444444444444444","0.357142857142857","0.615384615384615","Home"
