"DATE","HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","HPM","APM","HB","AB","WIN"
"437",20141226,"MEM",111,36,80,7,24,18,23,15,29,31,8,6,4,23,"HOU",117,27,57,14,34,21,28,13,41,25,2,14,7,23,"0.413461538461538","0.450549450549451","1.33333333333333","0.142857142857143","Away"
"438",20141226,"NOP",97,29,67,6,17,21,24,7,37,25,8,8,7,15,"SAS",90,31,61,6,14,10,14,1,38,25,2,17,4,17,"0.416666666666667","0.493333333333333","1","0.117647058823529","Home"
"439",20141226,"OKC",98,28,61,8,27,18,21,13,44,18,6,11,10,25,"CHA",75,20,63,5,24,20,26,15,37,12,8,15,2,20,"0.409090909090909","0.28735632183908","0.545454545454545","0.533333333333333","Home"
"440",20141226,"ORL",89,27,52,9,21,8,12,5,31,25,8,16,4,25,"CLE",98,25,50,8,30,24,26,8,29,19,10,9,5,14,"0.493150684931507","0.4125","0.5","1.11111111111111","Away"
"441",20141226,"POR",114,24,45,18,43,12,14,9,39,25,10,19,8,22,"PHI",93,33,67,3,14,18,33,9,33,16,13,18,7,14,"0.477272727272727","0.444444444444444","0.526315789473684","0.722222222222222","Home"
"442",20141226,"SAC",106,34,73,7,20,17,24,18,30,18,8,12,2,15,"PHX",115,32,61,14,33,9,12,16,30,25,6,14,11,17,"0.440860215053763","0.48936170212766","0.666666666666667","0.428571428571429","Away"
"443",20141227,"BKN",85,21,52,7,25,22,27,5,30,15,2,15,4,20,"IND",110,35,68,9,18,13,18,7,38,33,11,10,5,25,"0.363636363636364","0.511627906976744","0.133333333333333","1.1","Away"
"444",20141227,"CHI",107,35,69,6,20,19,22,15,30,19,8,13,6,17,"NOP",100,37,74,4,14,14,16,10,27,18,9,15,8,19,"0.460674157303371","0.465909090909091","0.615384615384615","0.6","Home"
"445",20141227,"CHA",94,28,62,8,24,14,18,9,32,18,2,10,8,19,"ORL",102,30,63,8,20,18,24,5,35,22,6,6,4,18,"0.418604651162791","0.457831325301205","0.2","1","Away"
"446",20141227,"GSW",110,30,60,11,28,17,21,9,34,32,17,16,6,21,"MIN",97,26,58,8,19,21,36,13,34,29,10,24,5,18,"0.465909090909091","0.441558441558442","1.0625","0.416666666666667","Home"
"447",20141227,"LAC",98,25,56,12,25,12,15,9,34,26,4,14,7,19,"TOR",110,28,52,13,34,15,19,12,31,25,7,9,1,17,"0.45679012345679","0.476744186046512","0.285714285714286","0.777777777777778","Away"
"448",20141227,"MIA",95,31,52,6,20,15,21,7,26,18,10,13,4,26,"MEM",103,27,57,7,16,28,37,9,23,22,10,13,5,22,"0.513888888888889","0.465753424657534","0.769230769230769","0.769230769230769","Away"
"449",20141227,"MIL",85,19,50,12,30,11,14,13,34,21,5,19,10,18,"ATL",90,24,61,9,29,15,19,17,34,25,9,11,4,17,"0.3875","0.366666666666667","0.263157894736842","0.818181818181818","Away"
"450",20141227,"SAC",135,41,73,8,16,29,33,10,29,23,9,17,7,27,"NYK",129,42,77,6,20,27,32,16,27,30,10,15,10,29,"0.550561797752809","0.494845360824742","0.529411764705882","0.666666666666667","Home"
"451",20141227,"UTA",88,26,61,4,23,24,28,14,41,17,11,12,10,23,"PHI",71,19,48,5,26,18,28,10,34,11,8,16,5,20,"0.357142857142857","0.324324324324324","0.916666666666667","0.5","Home"
"452",20141227,"WAS",101,40,77,5,13,6,10,9,39,28,11,18,4,24,"BOS",88,26,55,6,24,18,24,8,28,17,10,18,2,15,"0.5","0.40506329113924","0.611111111111111","0.555555555555556","Home"
"453",20141228,"CLE",80,26,53,5,29,13,17,10,36,25,4,17,5,15,"DET",103,24,60,17,31,4,9,14,33,21,12,10,6,21,"0.378048780487805","0.450549450549451","0.235294117647059","1.2","Away"
"454",20141228,"DAL",112,29,57,10,31,24,28,7,30,26,8,12,6,16,"OKC",107,40,76,5,14,12,21,14,39,21,8,18,2,25,"0.443181818181818","0.5","0.666666666666667","0.444444444444444","Home"
"455",20141228,"DEN",102,33,70,4,17,24,34,15,34,18,3,10,2,24,"TOR",116,33,65,10,23,20,32,13,31,23,4,6,5,23,"0.425287356321839","0.488636363636364","0.3","0.666666666666667","Away"
"456",20141228,"LAL",107,30,61,12,20,11,20,4,31,22,8,17,6,19,"PHX",116,35,65,9,22,19,24,8,37,24,12,12,5,15,"0.518518518518518","0.505747126436782","0.470588235294118","1","Away"
"457",20141228,"POR",101,22,45,16,36,9,12,7,41,25,8,11,7,15,"NYK",79,24,66,7,27,10,15,15,34,19,6,11,1,13,"0.469135802469136","0.333333333333333","0.727272727272727","0.545454545454545","Home"
"458",20141228,"SAS",110,28,53,11,30,21,24,11,27,22,12,19,6,28,"HOU",106,26,44,12,33,18,31,12,30,20,15,24,1,24,"0.469879518072289","0.493506493506494","0.631578947368421","0.625","Home"
"459",20141229,"BKN",107,28,59,8,21,27,39,14,26,20,12,9,3,18,"SAC",99,28,56,9,20,16,20,11,33,22,5,21,3,26,"0.45","0.486842105263158","1.33333333333333","0.238095238095238","Home"
"460",20141229,"CHA",94,26,65,7,25,21,26,9,39,20,13,17,9,20,"MIL",104,34,64,6,21,18,21,2,40,21,8,19,10,25,"0.366666666666667","0.470588235294118","0.764705882352941","0.421052631578947","Away"
"461",20141229,"HOU",103,31,57,9,29,14,23,12,26,19,11,18,1,20,"WAS",104,27,55,8,18,26,28,6,29,21,11,18,4,21,"0.465116279069767","0.479452054794521","0.611111111111111","0.611111111111111","Away"
"462",20141229,"IND",90,31,70,5,13,13,21,7,37,18,5,13,8,25,"CHI",92,24,71,5,13,29,33,14,32,17,8,10,7,16,"0.433734939759036","0.345238095238095","0.384615384615385","0.8","Away"
"463",20141229,"LAC",101,27,58,10,23,17,22,7,34,24,7,14,12,16,"UTA",97,30,73,8,19,13,22,18,34,26,7,13,3,22,"0.45679012345679","0.41304347826087","0.5","0.538461538461538","Home"
"464",20141229,"MIA",101,26,49,7,14,28,40,6,30,18,9,14,3,15,"ORL",102,30,52,11,25,9,13,8,26,21,9,14,2,25,"0.523809523809524","0.532467532467532","0.642857142857143","0.642857142857143","Away"
"465",20141230,"ATL",109,30,50,10,29,19,26,7,37,23,13,15,5,19,"CLE",101,24,53,13,31,14,21,11,31,23,10,18,2,24,"0.506329113924051","0.44047619047619","0.866666666666667","0.555555555555556","Home"
"466",20141230,"CHI",82,25,61,8,25,8,15,13,35,22,5,12,11,18,"BKN",96,30,69,6,14,18,21,10,36,21,9,10,5,17,"0.383720930232558","0.433734939759036","0.416666666666667","0.9","Away"
"467",20141230,"DAL",114,35,67,8,15,20,29,3,31,21,11,7,5,22,"WAS",87,29,62,4,12,17,27,10,38,22,5,22,3,26,"0.524390243902439","0.445945945945946","1.57142857142857","0.227272727272727","Home"
"468",20141230,"DEN",103,31,61,8,26,17,27,11,28,25,13,11,7,24,"LAL",111,26,51,14,25,17,26,4,38,31,6,18,4,20,"0.448275862068966","0.526315789473684","1.18181818181818","0.333333333333333","Away"
"469",20141230,"GSW",126,34,54,12,28,22,27,8,34,38,19,14,11,20,"PHI",86,27,66,6,20,14,23,18,30,16,11,27,2,16,"0.560975609756098","0.383720930232558","1.35714285714286","0.407407407407407","Home"
"470",20141230,"MEM",95,28,57,7,15,18,22,7,32,25,10,20,5,18,"SAS",87,30,56,5,22,12,17,10,27,17,9,16,4,18,"0.486111111111111","0.448717948717949","0.5","0.5625","Home"
"471",20141230,"NOP",110,34,63,8,18,18,29,13,36,19,4,10,2,18,"PHX",106,32,65,9,21,15,19,11,27,17,7,6,6,21,"0.518518518518518","0.476744186046512","0.4","1.16666666666667","Home"
"472",20141230,"ORL",86,34,65,4,20,6,10,7,35,19,7,15,3,21,"DET",109,26,53,14,33,15,29,16,38,22,9,11,9,14,"0.447058823529412","0.465116279069767","0.466666666666667","0.818181818181818","Away"
"473",20141230,"POR",102,26,59,12,36,14,18,15,36,21,5,14,8,17,"TOR",97,36,77,4,22,13,15,13,36,14,10,10,2,21,"0.4","0.404040404040404","0.357142857142857","1","Home"
"474",20141230,"UTA",100,31,60,7,19,17,22,11,32,16,5,13,3,19,"MIN",94,30,65,8,17,10,14,8,26,26,7,10,4,23,"0.481012658227848","0.463414634146341","0.384615384615385","0.7","Home"
"475",20141231,"BOS",106,39,73,5,21,13,15,9,40,32,9,11,7,23,"SAC",84,30,72,2,15,18,28,11,35,12,9,16,5,17,"0.468085106382979","0.367816091954023","0.818181818181818","0.5625","Home"
"476",20141231,"CLE",80,21,54,8,31,14,16,13,36,19,5,12,5,16,"MIL",96,29,65,11,25,5,10,13,41,25,10,10,6,18,"0.341176470588235","0.444444444444444","0.416666666666667","1","Away"
"477",20141231,"HOU",102,21,45,17,43,9,14,10,31,22,10,14,7,25,"CHA",83,26,58,3,18,22,26,7,34,15,6,16,9,17,"0.431818181818182","0.381578947368421","0.714285714285714","0.375","Home"
"478",20141231,"IND",106,25,61,10,18,26,30,11,28,23,4,10,4,18,"MIA",95,33,61,5,16,14,18,8,28,20,5,11,8,24,"0.443037974683544","0.493506493506494","0.4","0.454545454545455","Home"
"479",20141231,"LAC",99,21,48,15,34,12,20,5,45,28,6,10,3,13,"NYK",78,28,67,4,17,10,15,7,33,24,6,7,2,19,"0.439024390243902","0.380952380952381","0.6","0.857142857142857","Home"
"480",20141231,"OKC",137,30,64,11,35,44,49,19,31,22,6,12,4,27,"PHX",134,33,63,13,27,29,35,7,32,17,7,13,3,35,"0.414141414141414","0.511111111111111","0.5","0.538461538461538","Home"
"481",20141231,"SAS",95,33,65,6,24,11,18,8,40,24,5,14,7,19,"NOP",93,26,61,8,28,17,20,11,41,15,8,13,1,20,"0.438202247191011","0.382022471910112","0.357142857142857","0.615384615384615","Home"
"482",20150101,"CHI",106,30,76,8,15,22,25,13,33,22,7,7,18,19,"DEN",101,32,78,5,14,22,27,17,40,19,4,12,7,27,"0.417582417582418","0.402173913043478","1","0.333333333333333","Home"
"483",20150101,"MIN",107,35,67,7,24,16,22,15,23,22,12,14,6,24,"SAC",110,35,62,5,12,25,29,10,32,23,7,20,7,26,"0.461538461538462","0.540540540540541","0.857142857142857","0.35","Away"
"484",20150102,"BOS",101,26,55,12,34,13,19,9,29,22,6,12,2,21,"DAL",119,32,69,13,27,16,17,16,36,24,8,11,1,21,"0.426966292134831","0.46875","0.5","0.727272727272727","Away"
"485",20150102,"CHA",87,26,59,6,28,17,26,15,35,20,5,14,6,24,"CLE",91,29,72,4,15,21,30,13,33,16,8,7,5,23,"0.367816091954023","0.379310344827586","0.357142857142857","1.14285714285714","Away"
"486",20150102,"GSW",126,37,64,12,28,16,20,14,31,35,8,9,8,18,"TOR",105,30,61,10,25,15,20,11,26,23,7,15,1,16,"0.532608695652174","0.465116279069767","0.888888888888889","0.466666666666667","Home"
"487",20150102,"LAL",106,37,62,6,19,14,19,5,33,24,10,13,8,28,"MEM",109,35,70,6,14,21,31,13,33,27,7,12,4,15,"0.530864197530864","0.488095238095238","0.769230769230769","0.583333333333333","Away"
"488",20150102,"MIL",91,31,65,7,24,8,10,10,33,28,10,12,7,18,"IND",94,27,61,8,20,16,20,10,35,24,7,15,3,12,"0.426966292134831","0.432098765432099","0.833333333333333","0.466666666666667","Away"
"489",20150102,"NOP",111,37,68,7,15,16,20,12,37,24,12,18,8,13,"HOU",83,29,59,6,29,7,11,13,25,22,13,19,3,22,"0.530120481927711","0.397727272727273","0.666666666666667","0.684210526315789","Home"
"490",20150102,"NYK",81,22,67,10,24,7,14,17,30,18,13,11,4,15,"DET",97,25,43,13,33,8,14,9,40,24,10,16,3,16,"0.351648351648352","0.5","1.18181818181818","0.625","Away"
"491",20150102,"OKC",109,36,64,8,19,13,19,6,32,21,8,10,4,20,"WAS",102,28,63,11,21,13,15,8,31,27,3,15,1,19,"0.530120481927711","0.464285714285714","0.8","0.2","Home"
"492",20150102,"ORL",98,26,66,11,22,13,20,8,29,22,13,11,3,18,"BKN",100,34,52,7,20,11,18,4,41,26,7,22,5,16,"0.420454545454545","0.569444444444444","1.18181818181818","0.318181818181818","Away"
"493",20150102,"PHX",112,28,52,14,32,14,16,13,35,24,9,19,12,24,"PHI",96,30,61,7,26,15,25,16,25,20,12,16,7,15,"0.5","0.425287356321839","0.473684210526316","0.75","Home"
"494",20150102,"UTA",92,22,55,10,31,18,24,17,30,18,6,14,9,18,"ATL",98,27,58,6,23,26,30,11,36,24,9,10,3,17,"0.372093023255814","0.407407407407407","0.428571428571429","0.9","Away"
"495",20150103,"CHI",109,31,72,6,28,29,40,24,35,19,10,16,9,14,"BOS",104,40,83,5,17,9,11,10,35,26,9,20,6,28,"0.37","0.45","0.625","0.45","Home"
"496",20150103,"DEN",114,34,64,7,15,25,31,8,40,21,6,13,8,14,"MEM",85,35,72,2,14,9,13,8,29,20,6,12,8,20,"0.518987341772152","0.430232558139535","0.461538461538462","0.5","Home"
"497",20150103,"HOU",115,28,52,13,31,20,28,17,31,21,13,16,1,18,"MIA",79,26,51,4,17,15,25,8,25,20,6,21,3,18,"0.493975903614458","0.441176470588235","0.8125","0.285714285714286","Home"
"498",20150103,"LAC",127,31,48,15,37,20,26,9,34,33,13,8,3,19,"PHI",91,23,54,9,25,18,26,15,30,17,7,21,1,19,"0.541176470588235","0.40506329113924","1.625","0.333333333333333","Home"
"499",20150103,"MIN",89,28,67,6,19,15,18,14,23,17,8,8,5,15,"UTA",101,27,55,11,20,14,21,11,36,23,6,12,10,16,"0.395348837209302","0.506666666666667","1","0.5","Away"
"500",20150103,"ORL",90,29,68,4,19,20,21,12,32,18,9,7,3,24,"CHA",98,31,62,4,16,24,32,16,37,16,4,14,4,15,"0.379310344827586","0.448717948717949","1.28571428571429","0.285714285714286","Away"
"501",20150103,"POR",107,29,60,13,33,10,12,11,33,24,6,18,7,23,"ATL",115,37,67,6,17,23,31,10,36,17,9,14,5,15,"0.451612903225806","0.511904761904762","0.333333333333333","0.642857142857143","Away"
"502",20150103,"SAS",101,39,62,4,16,11,18,9,29,27,4,10,5,16,"WAS",92,36,68,4,14,8,13,9,22,23,6,6,6,18,"0.551282051282051","0.48780487804878","0.4","1","Home"
"503",20150104,"CLE",90,27,61,8,25,12,17,12,26,26,6,12,3,14,"DAL",109,32,52,12,26,9,11,4,32,30,7,10,8,20,"0.406976744186047","0.564102564102564","0.5","0.7","Away"
"504",20150104,"DET",114,33,60,12,31,12,16,8,41,21,8,13,3,27,"SAC",95,29,60,3,15,28,36,5,36,18,9,15,4,15,"0.494505494505495","0.426666666666667","0.615384615384615","0.6","Home"
"505",20150104,"LAL",88,21,53,6,18,28,30,5,32,14,8,11,3,20,"IND",87,25,62,8,28,13,18,16,34,21,5,14,2,21,"0.380281690140845","0.366666666666667","0.727272727272727","0.357142857142857","Home"
"506",20150104,"MIA",88,26,53,5,14,21,28,8,34,21,8,14,9,20,"BKN",84,27,62,7,24,9,13,10,28,18,9,11,6,23,"0.462686567164179","0.395348837209302","0.571428571428571","0.818181818181818","Home"
"507",20150104,"NYK",82,22,51,9,25,11,14,7,29,23,8,16,2,20,"MIL",95,31,61,4,16,21,27,14,34,23,10,18,4,20,"0.407894736842105","0.454545454545455","0.5","0.555555555555556","Away"
"508",20150104,"PHX",125,40,66,8,23,21,28,8,33,26,15,16,2,29,"TOR",109,29,57,9,26,24,29,9,34,22,9,20,4,24,"0.539325842696629","0.457831325301205","0.9375","0.45","Home"
"509",20150105,"BOS",95,29,73,7,18,16,23,10,23,22,8,6,7,23,"CHA",104,32,59,6,19,22,23,12,36,22,2,15,10,22,"0.395604395604396","0.487179487179487","1.33333333333333","0.133333333333333","Away"
"510",20150105,"BKN",88,30,59,3,25,19,23,7,45,20,5,14,7,21,"DAL",96,27,67,10,27,12,19,14,37,24,8,10,6,17,"0.392857142857143","0.393617021276596","0.357142857142857","0.8","Away"
"511",20150105,"CHI",114,36,68,5,17,27,30,17,30,27,10,17,12,13,"HOU",105,39,77,8,25,3,5,16,25,25,9,16,8,27,"0.482352941176471","0.46078431372549","0.588235294117647","0.5625","Home"
"512",20150105,"GSW",117,26,60,15,28,20,32,10,44,27,8,12,4,22,"OKC",91,25,70,5,28,26,34,20,39,19,10,11,5,25,"0.465909090909091","0.306122448979592","0.666666666666667","0.909090909090909","Home"
"513",20150105,"LAC",98,26,49,7,25,25,33,8,37,23,5,21,5,25,"ATL",107,23,54,13,27,22,33,7,34,25,13,12,2,23,"0.445945945945946","0.444444444444444","0.238095238095238","1.08333333333333","Away"
"514",20150105,"MEM",105,36,67,7,15,12,19,11,34,25,14,17,5,15,"NYK",83,25,50,8,26,9,13,7,30,25,9,20,5,17,"0.524390243902439","0.434210526315789","0.823529411764706","0.45","Home"
"515",20150105,"MIN",101,28,65,10,24,15,18,15,27,21,7,12,4,17,"DEN",110,39,65,7,19,11,16,9,32,26,8,12,6,22,"0.426966292134831","0.547619047619048","0.583333333333333","0.666666666666667","Away"
"516",20150105,"NOP",85,27,55,6,19,13,17,10,29,19,8,18,5,18,"WAS",92,36,69,2,10,14,17,11,29,23,10,10,7,15,"0.445945945945946","0.481012658227848","0.444444444444444","1","Away"
"517",20150105,"PHI",95,31,56,7,23,12,15,8,35,31,5,17,8,24,"CLE",92,22,55,11,30,15,22,13,30,23,8,11,1,13,"0.481012658227848","0.388235294117647","0.294117647058824","0.727272727272727","Home"
"518",20150105,"POR",98,22,57,11,26,21,24,10,35,18,7,9,4,12,"LAL",94,33,74,4,14,16,20,11,38,20,5,10,0,20,"0.397590361445783","0.420454545454545","0.777777777777778","0.5","Home"
"519",20150105,"UTA",101,31,58,4,23,27,34,14,27,16,6,10,6,24,"IND",105,28,61,7,13,28,30,8,27,20,8,10,3,24,"0.432098765432099","0.472972972972973","0.6","0.8","Away"
"520",20150106,"MIL",96,34,68,3,20,19,22,13,31,22,9,17,5,21,"PHX",102,30,56,7,25,21,27,12,34,19,7,19,6,16,"0.420454545454545","0.45679012345679","0.529411764705882","0.368421052631579","Away"
"521",20150106,"SAS",104,27,58,9,21,23,34,13,28,24,6,17,6,21,"DET",105,38,68,3,19,20,28,15,30,19,10,14,3,28,"0.455696202531646","0.471264367816092","0.352941176470588","0.714285714285714","Away"
"522",20150107,"ATL",96,19,47,13,25,19,23,8,29,21,17,17,4,15,"MEM",86,30,62,5,17,11,11,8,31,20,10,21,4,21,"0.444444444444444","0.443037974683544","1","0.476190476190476","Home"
"523",20150107,"BKN",81,27,60,3,14,18,26,11,39,18,3,17,6,18,"BOS",89,30,70,5,18,14,17,11,30,22,8,6,2,26,"0.405405405405405","0.397727272727273","0.176470588235294","1.33333333333333","Away"
"524",20150107,"CHI",77,22,64,6,20,15,20,16,27,17,5,15,5,20,"UTA",97,32,62,5,16,18,24,14,34,21,8,15,8,20,"0.333333333333333","0.474358974358974","0.333333333333333","0.533333333333333","Away"
"525",20150107,"CHA",98,33,72,4,14,20,26,9,34,18,9,10,4,18,"NOP",94,30,62,6,18,16,24,9,34,19,6,14,8,20,"0.430232558139535","0.45","0.9","0.428571428571429","Home"
"526",20150107,"CLE",93,24,53,10,29,15,19,13,24,16,9,15,4,18,"HOU",105,27,52,12,34,15,24,19,31,26,9,17,3,22,"0.414634146341463","0.453488372093023","0.6","0.529411764705882","Away"
"527",20150107,"DAL",95,32,65,6,22,13,18,9,34,24,9,14,4,15,"DET",108,33,76,10,21,12,14,18,42,22,9,15,2,17,"0.436781609195402","0.443298969072165","0.642857142857143","0.6","Away"
"528",20150107,"DEN",93,26,57,7,17,20,26,6,41,22,5,21,4,17,"ORL",90,27,66,8,22,12,16,10,32,21,11,14,2,24,"0.445945945945946","0.397727272727273","0.238095238095238","0.785714285714286","Home"
"529",20150107,"GSW",117,33,63,12,28,15,20,10,29,30,11,11,3,23,"IND",102,31,55,6,26,22,23,5,36,24,4,17,2,19,"0.494505494505495","0.45679012345679","1","0.235294117647059","Home"
"530",20150107,"LAC",114,28,52,12,33,22,30,8,34,29,9,6,5,16,"LAL",89,32,65,5,20,10,17,9,37,21,3,12,1,20,"0.470588235294118","0.435294117647059","1.5","0.25","Home"
"531",20150107,"MIN",111,37,75,7,17,16,19,16,30,30,8,19,3,17,"PHX",113,41,70,5,26,16,19,14,27,12,14,13,8,20,"0.478260869565217","0.479166666666667","0.421052631578947","1.07692307692308","Away"
"532",20150107,"PHI",77,23,58,2,25,25,29,15,29,14,11,24,6,19,"MIL",97,33,59,8,17,7,11,7,36,32,14,24,4,26,"0.301204819277108","0.539473684210526","0.458333333333333","0.583333333333333","Away"
"533",20150107,"SAC",104,26,73,10,19,22,28,13,39,18,12,16,4,17,"OKC",83,20,59,9,30,16,23,15,39,16,7,24,13,25,"0.391304347826087","0.325842696629214","0.75","0.291666666666667","Home"
"534",20150107,"WAS",101,31,60,8,16,15,21,9,35,28,9,16,4,13,"NYK",91,23,56,11,26,12,16,10,31,18,11,15,0,22,"0.513157894736842","0.414634146341463","0.5625","0.733333333333333","Home"
"535",20150108,"NYK",96,26,54,11,26,11,21,10,28,22,12,21,1,22,"HOU",120,25,41,16,36,22,32,7,29,25,14,19,5,23,"0.4625","0.532467532467532","0.571428571428571","0.736842105263158","Away"
"536",20150108,"POR",99,32,68,8,27,11,15,15,35,19,5,7,6,21,"MIA",83,26,63,3,14,22,30,10,32,15,6,9,7,13,"0.421052631578947","0.376623376623377","0.714285714285714","0.666666666666667","Home"
"537",20150108,"TOR",95,23,52,10,31,19,25,8,34,20,2,14,7,21,"CHA",103,38,72,4,16,15,22,9,37,21,5,8,3,18,"0.397590361445783","0.477272727272727","0.142857142857143","0.625","Away"
"538",20150109,"BKN",88,30,57,3,16,19,27,9,33,21,8,17,3,19,"PHI",90,28,62,8,17,10,17,11,27,22,15,14,4,22,"0.452054794520548","0.455696202531646","0.470588235294118","1.07142857142857","Away"
"539",20150109,"DET",103,25,53,13,43,14,18,11,35,24,9,7,3,19,"ATL",106,30,59,10,23,16,24,6,43,27,3,14,3,13,"0.395833333333333","0.48780487804878","1.28571428571429","0.214285714285714","Away"
"540",20150109,"GSW",112,33,56,10,30,16,17,9,35,35,9,13,8,20,"CLE",94,28,63,7,23,17,23,14,31,13,8,14,1,14,"0.5","0.406976744186047","0.692307692307692","0.571428571428571","Home"
"541",20150109,"IND",107,25,69,9,23,30,34,16,40,21,5,16,9,18,"BOS",103,31,69,10,34,11,16,13,37,25,10,10,7,27,"0.369565217391304","0.398058252427184","0.3125","1","Home"
"542",20150109,"LAL",101,29,69,7,21,22,31,18,42,16,8,12,7,21,"ORL",84,24,62,6,14,18,23,4,32,19,8,15,7,27,"0.4","0.394736842105263","0.666666666666667","0.533333333333333","Home"
"543",20150109,"MIL",98,27,56,12,19,8,10,9,30,30,13,22,4,21,"MIN",84,26,57,6,22,14,17,13,27,22,13,19,3,14,"0.52","0.40506329113924","0.590909090909091","0.684210526315789","Home"
"544",20150109,"NOP",106,27,61,10,20,22,26,13,34,21,3,10,10,20,"MEM",95,30,65,6,17,17,22,13,31,17,7,10,4,18,"0.45679012345679","0.439024390243902","0.3","0.7","Home"
"545",20150109,"OKC",99,35,70,7,21,8,9,9,29,25,12,14,5,18,"UTA",94,29,53,7,21,15,22,9,35,22,12,20,11,14,"0.461538461538462","0.486486486486487","0.857142857142857","0.6","Home"
"546",20150109,"SAC",108,36,67,6,19,18,24,12,26,19,5,14,6,17,"DEN",118,42,68,5,17,19,28,10,29,27,10,11,6,25,"0.488372093023256","0.552941176470588","0.357142857142857","0.909090909090909","Away"
"547",20150109,"SAS",100,27,66,11,23,13,18,7,33,28,12,15,2,20,"PHX",95,30,57,7,26,14,21,9,39,23,10,19,6,20,"0.426966292134831","0.44578313253012","0.8","0.526315789473684","Home"
"548",20150109,"WAS",102,33,71,8,15,12,19,12,36,27,9,13,7,18,"CHI",86,22,57,10,26,12,19,11,35,16,9,16,8,15,"0.476744186046512","0.385542168674699","0.692307692307692","0.5625","Home"
"549",20150110,"CHI",95,31,71,4,17,21,24,22,29,24,5,12,5,18,"MIL",87,33,70,3,11,12,16,12,25,19,9,11,10,24,"0.397727272727273","0.444444444444444","0.416666666666667","0.818181818181818","Home"
"550",20150110,"DET",98,23,47,11,33,19,26,9,35,27,8,10,3,10,"BKN",93,28,57,9,31,10,10,9,37,25,6,13,2,23,"0.425","0.420454545454545","0.8","0.461538461538462","Home"
"551",20150110,"HOU",97,20,43,13,34,18,21,8,25,24,16,20,3,20,"UTA",82,24,53,5,17,19,21,9,32,20,15,27,6,17,"0.428571428571429","0.414285714285714","0.8","0.555555555555556","Home"
"552",20150110,"LAC",120,33,57,13,31,15,21,9,38,31,8,10,5,17,"DAL",100,26,56,12,30,12,17,8,32,29,4,11,2,18,"0.522727272727273","0.441860465116279","0.8","0.363636363636364","Home"
"553",20150110,"MIN",93,29,66,3,15,26,26,7,35,17,7,13,4,18,"SAS",108,32,60,9,24,17,20,9,36,21,9,11,2,19,"0.395061728395062","0.488095238095238","0.538461538461538","0.818181818181818","Away"
"554",20150110,"NYK",82,25,56,8,29,8,9,4,25,17,9,12,4,24,"CHA",110,32,62,7,16,25,33,11,40,18,8,15,5,14,"0.388235294117647","0.5","0.75","0.533333333333333","Away"
"555",20150110,"PHI",93,21,56,11,24,18,25,12,32,21,4,16,12,31,"IND",92,25,69,4,18,30,42,19,35,16,9,13,5,27,"0.4","0.333333333333333","0.25","0.692307692307692","Home"
"556",20150110,"POR",103,26,50,10,26,21,26,6,37,22,6,20,8,17,"ORL",92,34,71,3,21,15,20,17,32,22,10,16,0,22,"0.473684210526316","0.402173913043478","0.3","0.625","Home"
"557",20150110,"TOR",109,28,61,13,30,14,19,15,33,23,8,13,10,20,"BOS",96,33,65,6,18,12,20,9,34,23,7,18,3,21,"0.450549450549451","0.469879518072289","0.615384615384615","0.388888888888889","Home"
"558",20150111,"ATL",120,26,58,16,31,20,24,13,29,34,14,8,3,15,"WAS",89,31,56,5,20,12,15,8,31,25,5,19,7,16,"0.471910112359551","0.473684210526316","1.75","0.263157894736842","Home"
"559",20150111,"LAC",90,25,49,9,26,13,18,6,21,17,4,13,2,24,"MIA",104,33,60,6,21,20,24,15,31,28,8,12,5,20,"0.453333333333333","0.481481481481481","0.307692307692308","0.666666666666667","Away"
"560",20150111,"LAL",94,29,59,7,22,15,19,7,38,29,2,13,4,22,"POR",106,28,55,13,31,11,17,6,37,28,5,11,0,18,"0.444444444444444","0.476744186046512","0.153846153846154","0.454545454545455","Away"
"561",20150111,"MEM",122,39,79,9,21,17,24,11,43,24,7,24,8,25,"PHX",110,34,65,8,35,18,23,9,37,20,14,20,7,27,"0.48","0.42","0.291666666666667","0.7","Home"
"562",20150111,"SAC",103,36,69,6,17,13,17,7,38,20,8,4,4,11,"CLE",84,22,46,11,32,7,12,6,35,18,2,14,6,18,"0.488372093023256","0.423076923076923","2","0.142857142857143","Home"
"563",20150112,"BOS",108,29,64,8,24,26,31,17,27,24,8,11,5,23,"NOP",100,25,60,6,15,32,37,16,29,20,7,18,6,23,"0.420454545454545","0.413333333333333","0.727272727272727","0.388888888888889","Home"
"564",20150112,"BKN",99,34,63,5,21,16,18,11,30,18,7,16,4,18,"HOU",113,25,46,16,40,15,20,12,30,22,9,14,2,18,"0.464285714285714","0.476744186046512","0.4375","0.642857142857143","Away"
"565",20150112,"CHI",114,33,57,8,27,24,33,11,32,25,6,14,5,20,"ORL",121,41,63,7,18,18,29,2,32,28,10,10,3,25,"0.488095238095238","0.592592592592593","0.428571428571429","1","Away"
"566",20150112,"TOR",111,40,60,7,27,10,14,10,32,29,4,18,7,20,"DET",114,34,75,7,21,25,31,17,29,24,10,8,4,15,"0.540229885057471","0.427083333333333","0.222222222222222","1.25","Away"
